Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area
R0606107,SFR,488,,MURPHY CREEK,DR,,LAFAYETTE,Multi Sty,Good,2016,1686.0,648,0.0,648.0,Attached,390,2637.0,3557743,2016-11-16 00:00:00,474600,564091.610511878,405
R0606096,SFR,491,,MURPHY CREEK,DR,,LAFAYETTE,Multi Sty,Good,2016,1658.0,496,496.0,0.0,Attached,440,3320.0,3554320,2016-10-28 00:00:00,441300,526956.71812908,405
R0606106,SFR,492,,MURPHY CREEK,DR,,LAFAYETTE,Multi Sty,Good,2016,1652.0,644,0.0,644.0,Attached,430,2660.0,3558274,2016-11-17 00:00:00,456100,542103.210186404,405
R0606095,SFR,495,,MURPHY CREEK,DR,,LAFAYETTE,Ranch,Good,2016,1051.0,611,0.0,611.0,Basement,440,3363.0,3551489,2016-10-18 00:00:00,428900,512149.867223119,405
R0606094,SFR,499,,MURPHY CREEK,DR,,LAFAYETTE,Ranch,Good,2016,1078.0,585,305.0,280.0,Attached,480,3782.0,3549552,2016-10-07 00:00:00,453100,541047.108507334,405
R0116366,SFR,1120,,NAUTILUS,CT,,LAFAYETTE,Multi Sty,Good +,1997,2501.0,1289,1134.0,155.0,Attached,805,10684.0,3726424,2019-07-25 00:00:00,710000,737171.66282534,405
R0125251,SFR,2086,,NAVAJO,TRL,,LAFAYETTE,Multi Sty,Excel,1997,3303.0,2076,1428.0,648.0,Attached,886,16731.0,3588443,2017-04-02 00:00:00,1126000,1307569.37515147,405
R0072323,SFR,1155,,NEPTUNE,DR,,LAFAYETTE,Split level,Good +,1994,1180.0,544,544.0,0.0,Attached,480,6732.0,3711674,2019-05-09 00:00:00,530000,554053.444795017,405
R0116405,SFR,2121,,NIGHT SKY,LN,,LAFAYETTE,Multi Sty,Good,1994,1889.0,1094,985.0,109.0,Attached,506,6486.0,3633359,2017-12-27 00:00:00,641000,717185.479642576,405
R0116415,SFR,2163,,NIGHT SKY,LN,,LAFAYETTE,Multi Sty,Good ++,2005,2345.0,1380,1380.0,0.0,Attached,484,11253.0,3534146,2016-08-01 00:00:00,750000,903941.872745329,405
R0125265,SFR,770,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,V Good +,2005,2852.0,1132,1132.0,0.0,Attached,714,13160.0,3500046,2016-02-02 00:00:00,819000,1029890.54410207,405
R0125252,SFR,777,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,V Good++,2008,3356.0,1790,1411.0,379.0,Attached,764,15310.0,3681306,2018-10-09 00:00:00,1100000,1177735.44687115,405
R0125262,SFR,782,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,V Good +,1999,3759.0,2034,1636.0,398.0,Attached,753,11559.0,3684607,2018-11-02 00:00:00,991910,1058387.19498041,405
R0125255,SFR,789,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,Excel,1998,4272.0,2254,1014.0,1240.0,Attached,775,22347.0,3592278,2017-05-12 00:00:00,1368000,1581223.77536596,405
R0125260,SFR,790,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,V Good +,1998,3242.0,1767,1344.0,423.0,Attached,676,10912.0,3522918,2016-06-07 00:00:00,975000,1186102.11283128,405
R0125259,SFR,794,,NIWOT RIDGE,LN,,LAFAYETTE,Multi Sty,Excel,1999,3676.0,2784,1794.0,990.0,Attached,990,15320.0,3612724,2017-08-31 00:00:00,1150000,1310834.14219331,405
R0121070,SFR,1972,,NORTH FORK,DR,,LAFAYETTE,Paired,Avg +,1998,800.0,800,800.0,0.0,Attached,240,4086.0,3659390,2018-05-30 00:00:00,440000,480983.942777691,405
R0121064,SFR,1973,,NORTH FORK,DR,,LAFAYETTE,Multi Sty,Avg ++,2000,1588.0,0,0.0,0.0,Attached,480,4924.0,3623681,2017-10-31 00:00:00,503800,568944.422867616,405
R0128540,SFR,1356,,NORTH PARK,DR,,LAFAYETTE,Multi Sty,Good ++,1998,2567.0,1310,1310.0,0.0,Attached,757,13483.0,3552511,2016-10-21 00:00:00,720000,859752.63324935,405
R0128541,SFR,1360,,NORTH PARK,DR,,LAFAYETTE,Multi Sty,Good ++,1998,3073.0,1490,1093.0,397.0,Attached,756,14413.0,3749691,2019-11-15 00:00:00,977000,1000630.7275842,405
R0128543,SFR,1368,,NORTH PARK,DR,,LAFAYETTE,Multi Sty,V Good +,2010,3195.0,1853,1500.0,353.0,Attached,788,9304.0,3688369,2018-11-30 00:00:00,1173500,1252147.24451766,405
R0127001,SFR,1580,,NORTHFIELD,LN,,LAFAYETTE,Multi Sty,V Good++,2004,3518.0,1950,1700.0,250.0,Attached,860,31099.0,3468386,2015-08-14 00:00:00,1275000,1697299.72615338,405
R0095025,SFR,1115,,NOTTINGHAM,ST,,LAFAYETTE,Multi Sty,Avg +,1983,1338.0,864,408.0,456.0,Attached,400,7150.0,3463245,2015-07-24 00:00:00,378000,507999.970960356,405
R0094991,SFR,1140,,NOTTINGHAM,ST,,LAFAYETTE,Bi Level,Avg +,1983,924.0,484,484.0,0.0,Attached,440,6546.0,3595218,2017-05-30 00:00:00,400000,462346.13314794,405
R0095023,SFR,1145,,NOTTINGHAM,ST,,LAFAYETTE,Split level,Avg,1983,856.0,384,384.0,0.0,Attached,400,5786.0,3549238,2016-09-28 00:00:00,325000,389891.251623743,405
R0095022,SFR,1165,,NOTTINGHAM,ST,,LAFAYETTE,Multi Sty,Avg,1987,1345.0,864,0.0,864.0,Attached,400,6029.0,3717384,2019-06-05 00:00:00,466000,485488.507181812,405
R0020713,SFR,311,E,OAK,ST,,LAFAYETTE,Ranch,Fair,1970,786.0,576,0.0,576.0,None,0,6934.0,3624802,2017-11-01 00:00:00,280000,314739.029506644,405
R0141880,SFR,405,E,OAK,ST,,LAFAYETTE,Ranch,Avg ++,1998,1470.0,1092,1092.0,0.0,Carport,189,6948.0,3722847,2019-07-08 00:00:00,629000,653071.797066393,405
R0020746,SFR,410,E,OAK,ST,,LAFAYETTE,Ranch,Avg +,1939,1114.0,1114,615.0,499.0,Detached,200,13718.0,3490332,2015-12-04 00:00:00,420000,538274.147522962,405
R0020746,SFR,410,E,OAK,ST,,LAFAYETTE,Ranch,Avg +,1939,1114.0,1114,615.0,499.0,Detached,200,13718.0,3554591,2016-10-31 00:00:00,440000,525404.386985714,405
R0608931,SFR,504,E,OAK,ST,A,LAFAYETTE,Paired,Good +,2017,1807.0,0,0.0,0.0,Detached,240,4124.0,3627408,2017-11-20 00:00:00,537500,604186.529856505,405
R0608931,SFR,504,E,OAK,ST,A,LAFAYETTE,Paired,Good +,2017,1807.0,0,0.0,0.0,Detached,240,4124.0,3702676,2019-03-18 00:00:00,594900,626159.9193469,405
R0608932,SFR,504,E,OAK,ST,B,LAFAYETTE,Paired,Good +,2017,1807.0,0,0.0,0.0,Detached,240,4287.0,3628645,2017-11-30 00:00:00,525000,590135.680324958,405
R0608932,SFR,504,E,OAK,ST,B,LAFAYETTE,Paired,Good +,2017,1807.0,0,0.0,0.0,Detached,240,4287.0,3727269,2019-07-30 00:00:00,600000,622961.968584795,405
R0020177,DUP_TRI,504,E,OAK,ST,,LAFAYETTE,Ranch,Avg,1972,720.0,0,0.0,0.0,None,0,8411.0,3543309,2016-09-14 00:00:00,267600,321030.458260042,405
R0020704,SFR,508,E,OAK,ST,,LAFAYETTE,Ranch,Avg,1957,1218.0,1218,1218.0,0.0,Detached,480,8075.0,3748215,2019-11-08 00:00:00,413000,422989.24308319,405
R0020703,SFR,510,E,OAK,ST,,LAFAYETTE,Ranch,Fair,1970,778.0,0,0.0,0.0,None,0,10189.0,3585547,2017-04-07 00:00:00,270000,313537.949636677,405
R0020935,SFR,513,E,OAK,ST,,LAFAYETTE,Ranch,Avg,1983,924.0,0,0.0,0.0,Attached,278,6744.0,3689542,2018-12-10 00:00:00,383800,408126.246962169,405
R0021030,SFR,307,W,OAK,ST,,LAFAYETTE,Ranch,Good,1925,2107.0,0,0.0,0.0,None,0,7402.0,3732206,2019-08-26 00:00:00,260000,269030.103433003,405
R0021030,SFR,307,W,OAK,ST,,LAFAYETTE,Ranch,Good,2010,2107.0,0,0.0,0.0,None,0,7402.0,3778136,2020-04-15 00:00:00,499000,502418.9965036,405
R0077007,SFR,512,W,OAK,ST,,LAFAYETTE,Ranch,Avg +,1990,1080.0,0,0.0,0.0,Attached,480,9189.0,3615837,2017-09-15 00:00:00,411000,466307.729841071,405
R0077007,SFR,512,W,OAK,ST,,LAFAYETTE,Ranch,Avg +,1990,1080.0,0,0.0,0.0,Attached,480,9189.0,3670083,2018-08-03 00:00:00,440000,474321.973037052,405
R0127069,SFR,629,W,OAK,ST,,LAFAYETTE,Multi Sty,Good,2002,1698.0,926,760.0,166.0,Attached,462,6921.0,3674646,2018-08-29 00:00:00,552500,595597.477506753,405
R0127069,SFR,629,W,OAK,ST,,LAFAYETTE,Multi Sty,Good,2002,1698.0,926,760.0,166.0,Attached,462,6921.0,3797094,2020-07-07 00:00:00,637000,637000.0,405
R0126140,SFR,2733,,ODELL,DR,,ERIE,Multi Sty,Good,1998,2495.0,898,898.0,0.0,Attached,640,8105.0,3662349,2018-06-22 00:00:00,609000,662637.611348421,405
R0126198,SFR,2744,,ODELL,DR,,ERIE,Multi Sty,Good,1998,2495.0,1234,0.0,1234.0,Attached,640,8603.0,3468671,2015-08-14 00:00:00,490000,652295.581031495,405
R0126198,SFR,2744,,ODELL,DR,,ERIE,Multi Sty,Good,1998,2495.0,1234,0.0,1234.0,Attached,640,8603.0,3750002,2019-11-15 00:00:00,610000,624754.087846842,405
R0126181,SFR,2776,,ODELL,DR,,ERIE,Ranch,Good,2001,1730.0,722,722.0,0.0,Attached,684,11414.0,3460345,2015-07-15 00:00:00,420000,564444.412178173,405
R0126162,SFR,2785,,ODELL,DR,,ERIE,Ranch,Good,1999,2162.0,722,0.0,722.0,Attached,684,8723.0,3531241,2016-07-18 00:00:00,487000,589694.821055762,405
R0126160,SFR,2801,,ODELL,DR,,ERIE,Multi Sty,Good,2003,2916.0,1376,963.0,413.0,Attached,680,8656.0,3714456,2019-05-21 00:00:00,718600,751212.840433395,405
R0126159,SFR,2807,,ODELL,DR,,ERIE,Ranch,Good,1997,1744.0,750,0.0,750.0,Attached,684,9405.0,3542225,2016-09-07 00:00:00,433000,519455.113701786,405
R0126105,SFR,2845,,ODELL,DR,,ERIE,Multi Sty,Good,2001,3177.0,1376,1191.0,185.0,Attached,680,12010.0,3533829,2016-07-29 00:00:00,544900,659804.328528305,405
R0103125,SFR,1175,,ODYSSEY,CT,,LAFAYETTE,Multi Sty,Good,1997,1270.0,636,636.0,0.0,Attached,400,3642.0,3701533,2019-03-06 00:00:00,444500,467856.924104382,405
R0605539,SFR,705,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good +,2017,2797.0,1320,0.0,1320.0,Attached,462,6785.0,3653062,2018-04-09 00:00:00,595900,654440.847559141,405
R0605538,SFR,711,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3259.0,1320,0.0,1320.0,None,0,6901.0,3653623,2018-04-27 00:00:00,700000,768767.567194829,405
R0605537,SFR,717,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2882.0,1277,0.0,1277.0,Attached,464,6893.0,3656679,2018-04-18 00:00:00,653000,717150.316254605,405
R0605536,SFR,723,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3092.0,1372,1372.0,0.0,Attached,649,6925.0,3602095,2017-06-22 00:00:00,677700,779696.550162142,405
R0605535,SFR,729,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2797.0,1320,0.0,1320.0,Attached,462,6935.0,3602523,2017-06-06 00:00:00,584200,672124.427629812,405
R0605534,SFR,735,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3092.0,1372,0.0,1372.0,Attached,649,6921.0,3589778,2017-04-24 00:00:00,662700,769561.478608243,405
R0605533,SFR,741,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2876.0,1216,0.0,1216.0,Attached,436,6998.0,3597582,2017-06-12 00:00:00,634400,729879.727641823,405
R0605532,SFR,747,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2898.0,1161,0.0,1161.0,None,0,6981.0,3596363,2017-05-10 00:00:00,611283,706560.828272681,405
R0605531,SFR,753,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,3092.0,1372,0.0,1372.0,Attached,649,9908.0,3635052,2017-11-22 00:00:00,660600,742559.296043176,405
R0605562,SFR,758,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,1320.0,0.0,Attached,462,6860.0,3633160,2017-12-26 00:00:00,666100,745268.71761298,405
R0605530,SFR,759,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,14756.0,3633997,2017-12-29 00:00:00,599700,670976.805213187,405
R0605561,SFR,764,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1957.0,1957,0.0,1957.0,Attached,472,6180.0,3634004,2017-12-28 00:00:00,509300,569832.394355638,405
R0605529,SFR,765,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1957.0,1957,0.0,1957.0,Attached,472,6429.0,3648831,2018-03-30 00:00:00,523400,577497.146559907,405
R0605560,SFR,770,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,3092.0,1372,0.0,1372.0,Attached,649,6142.0,3648167,2018-02-26 00:00:00,755200,837138.310126335,405
R0605528,SFR,771,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,3333.0,1613,0.0,1613.0,Attached,649,6499.0,3658230,2018-05-16 00:00:00,639400,698957.120481945,405
R0605559,SFR,776,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,1320.0,0.0,Attached,462,6116.0,3635498,2017-11-14 00:00:00,649900,730531.768844172,405
R0605527,SFR,777,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,2797.0,1320,0.0,1320.0,Attached,462,6419.0,3633388,2017-12-14 00:00:00,622900,696934.220389018,405
R0605558,SFR,782,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1957.0,1957,1957.0,0.0,Attached,472,6156.0,3634000,2017-12-29 00:00:00,575400,643788.650524709,405
R0605526,SFR,783,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1957.0,1957,1957.0,0.0,Attached,473,6427.0,3647504,2018-02-15 00:00:00,578800,641599.117983478,405
R0605557,SFR,788,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,3333.0,1613,0.0,1613.0,Attached,649,6123.0,3633991,2017-12-29 00:00:00,660300,738779.363819022,405
R0605525,SFR,789,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2882.0,1277,0.0,1277.0,Attached,464,6419.0,3653628,2018-04-09 00:00:00,560400,615453.349508546,405
R0605556,SFR,794,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1648.0,1667,1364.0,303.0,Attached,449,6132.0,3598829,2017-06-19 00:00:00,502600,578243.302510687,405
R0605524,SFR,795,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,7224.0,3634371,2017-11-07 00:00:00,579300,651172.570689997,405
R0605524,SFR,795,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,7224.0,3797703,2020-06-19 00:00:00,735000,735000.0,405
R0605555,SFR,800,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1943.0,1943,0.0,1943.0,Attached,470,6173.0,3599629,2017-06-21 00:00:00,527400,606775.801321402,405
R0605498,SFR,803,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,4475.0,1425,0.0,1425.0,Attached,672,7075.0,3624261,2017-11-03 00:00:00,660500,742446.889246923,405
R0605554,SFR,806,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2016,1648.0,1667,0.0,1667.0,Attached,449,6177.0,3594571,2017-05-24 00:00:00,510520,590092.369736716,405
R0605497,SFR,809,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2948.0,1309,1309.0,0.0,Attached,723,6235.0,3605206,2017-07-21 00:00:00,623500,714011.938579141,405
R0605553,SFR,812,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2016,1943.0,1943,0.0,1943.0,Attached,470,6214.0,3594868,2017-05-26 00:00:00,491000,567529.878439097,405
R0605496,SFR,815,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good +,2017,3413.0,1368,0.0,1368.0,Attached,652,6232.0,3620135,2017-10-13 00:00:00,649800,733823.116275063,405
R0605496,SFR,815,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good +,2017,3337.0,1368,0.0,1368.0,Attached,652,6232.0,3738660,2019-09-25 00:00:00,720000,742467.202443652,405
R0605552,SFR,818,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2950.0,1425,0.0,1425.0,Attached,672,6213.0,3603686,2017-07-13 00:00:00,644100,737602.389156094,405
R0605495,SFR,821,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,2948.0,1309,0.0,1309.0,Attached,723,6260.0,3626394,2017-11-15 00:00:00,637920,717065.434653138,405
R0605551,SFR,824,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2466.0,1112,0.0,1112.0,Attached,688,8684.0,3591781,2017-05-09 00:00:00,600020,693542.317028568,405
R0605494,SFR,827,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,3413.0,1368,0.0,1368.0,Attached,652,6224.0,3611577,2017-08-24 00:00:00,668200,761651.629403103,405
R0605493,SFR,833,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2948.0,1309,1309.0,0.0,Attached,723,7714.0,3604312,2017-07-18 00:00:00,649500,743786.293676266,405
R0605492,SFR,839,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,4475.0,1425,0.0,1425.0,Attached,672,12129.0,3601165,2017-06-29 00:00:00,692800,797069.160325118,405
R0605491,SFR,851,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good ++,2017,2466.0,1112,0.0,1112.0,Attached,688,8840.0,3609721,2017-08-15 00:00:00,699300,797101.144031114,405
R0605490,SFR,857,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2017,1943.0,1943,1943.0,0.0,Attached,470,8004.0,3608879,2017-08-10 00:00:00,633520,722121.431097656,405
R0605489,SFR,863,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2950.0,1425,0.0,1425.0,Attached,672,8271.0,3607651,2017-08-04 00:00:00,670900,764729.239997818,405
R0605488,SFR,869,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2466.0,1112,0.0,1112.0,Attached,688,8301.0,3606789,2017-07-28 00:00:00,581200,665571.353171126,405
R0605487,SFR,875,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Ranch,Good,2016,1943.0,1944,1944.0,0.0,Attached,470,7958.0,3598693,2017-06-16 00:00:00,629500,724242.258118738,405
R0605486,SFR,881,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2950.0,1425,0.0,1425.0,Attached,672,7636.0,3600875,2017-06-27 00:00:00,680800,783263.112513482,405
R0605485,SFR,887,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2466.0,1112,0.0,1112.0,Attached,688,7254.0,3606334,2017-07-28 00:00:00,623500,714011.938579141,405
R0605484,SFR,893,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2950.0,1425,0.0,1425.0,Attached,672,9143.0,3595002,2017-05-26 00:00:00,627600,725421.082909119,405
R0605483,SFR,899,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2466.0,1112,0.0,1112.0,Attached,688,8334.0,3592946,2017-05-16 00:00:00,625200,722647.006110231,405
R0605482,SFR,911,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,8903.0,3625438,2017-10-13 00:00:00,601800,679616.422552067,405
R0605481,SFR,917,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2927.0,1458,990.0,468.0,Attached,450,6104.0,3664994,2018-07-06 00:00:00,693100,750646.69645297,405
R0605572,SFR,920,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2882.0,1277,0.0,1277.0,Attached,464,11149.0,3596568,2017-05-10 00:00:00,567400,655837.989870353,405
R0605480,SFR,923,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,6052.0,3661375,2018-06-01 00:00:00,644300,701046.655158929,405
R0605571,SFR,926,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2842.0,1320,0.0,1320.0,Attached,462,6123.0,3589784,2017-04-10 00:00:00,539400,626379.148274161,405
R0605479,SFR,929,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2882.0,1277,0.0,1277.0,Attached,464,6293.0,3647702,2018-03-27 00:00:00,581800,641933.205709885,405
R0605570,SFR,932,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3092.0,1372,0.0,1372.0,Attached,649,6099.0,3589782,2017-04-10 00:00:00,558700,648791.305414857,405
R0605478,SFR,935,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,6095.0,3647905,2018-02-26 00:00:00,548100,607568.204158163,405
R0605569,SFR,938,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2927.0,1458,0.0,1458.0,Attached,450,6089.0,3593279,2017-04-20 00:00:00,562200,652855.68624348,405
R0605477,SFR,941,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2979.0,1520,0.0,1520.0,Attached,450,6089.0,3656674,2018-05-03 00:00:00,591800,646923.403035995,405
R0605477,SFR,941,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2979.0,1520,0.0,1520.0,Attached,450,6089.0,3674561,2018-08-31 00:00:00,680000,733043.049239081,405
R0605568,SFR,944,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3132.0,1222,0.0,1222.0,Attached,559,6109.0,3600686,2017-06-15 00:00:00,545000,627024.671445135,405
R0605476,SFR,947,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2017,2797.0,1320,0.0,1320.0,Attached,462,6275.0,3648829,2018-04-02 00:00:00,551400,605569.195073184,405
R0605567,SFR,950,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3092.0,1372,0.0,1372.0,Attached,649,6155.0,3597171,2017-05-10 00:00:00,548800,634338.894678974,405
R0605567,SFR,950,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,3092.0,1372,0.0,1372.0,Attached,649,6155.0,3609320,2017-08-15 00:00:00,600000,683913.465492161,405
R0605566,SFR,956,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good +,2016,2927.0,1458,0.0,1458.0,Attached,450,6088.0,3594840,2017-05-02 00:00:00,536800,620468.510684536,405
R0605566,SFR,956,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good +,2016,2927.0,1458,0.0,1458.0,Attached,450,6088.0,3659015,2018-05-31 00:00:00,640000,699613.007676642,405
R0605565,SFR,962,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2948.0,1309,0.0,1309.0,Attached,723,6095.0,3590138,2017-04-27 00:00:00,597400,693731.74486278,405
R0605564,SFR,968,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2466.0,1112,0.0,1112.0,Attached,688,6084.0,3584461,2017-03-31 00:00:00,550360,642084.702660091,405
R0605563,SFR,974,,OLD WAGON TRAIL,CIR,,LAFAYETTE,Multi Sty,Good,2016,2950.0,1425,0.0,1425.0,Attached,672,12216.0,3589845,2017-04-27 00:00:00,620500,720556.658331696,405
R0113483,SFR,1404,,ORCHID,CT,,LAFAYETTE,Multi Sty,Good,1993,1599.0,901,720.0,181.0,Attached,380,5021.0,3485765,2015-11-06 00:00:00,409000,529177.135005108,405
R0113483,SFR,1404,,ORCHID,CT,,LAFAYETTE,Multi Sty,Good +,2002,1599.0,901,720.0,181.0,Attached,380,5021.0,3650500,2018-04-12 00:00:00,582500,639724.439844268,405
R0113481,SFR,1408,,ORCHID,CT,,LAFAYETTE,Multi Sty,Avg ++,1993,1599.0,901,0.0,901.0,Attached,380,4533.0,3475268,2015-09-17 00:00:00,419900,553695.124987466,405
R0113478,SFR,1414,,ORCHID,CT,,LAFAYETTE,Multi Sty,Good +,2013,1302.0,616,616.0,0.0,Attached,540,4834.0,3463913,2015-07-29 00:00:00,405500,544957.640805356,405
R0079694,SFR,785,,ORION,DR,,LAFAYETTE,Split level,Avg,1985,1180.0,544,544.0,0.0,Attached,480,8852.0,3545603,2016-09-22 00:00:00,399200,478906.423532917,405
R0079695,SFR,825,,ORION,DR,,LAFAYETTE,Bi Level,Good,1989,1176.0,478,478.0,0.0,Attached,574,9804.0,3462126,2015-07-23 00:00:00,420000,564444.412178173,405
R0079695,SFR,825,,ORION,DR,,LAFAYETTE,Bi Level,Good,1990,1176.0,478,478.0,0.0,Attached,574,9804.0,3606225,2017-07-28 00:00:00,503500,576591.83813087,405
R0119632,SFR,2551,,OTTER,CT,,LAFAYETTE,Multi Sty,Good +,2005,2562.0,1164,1164.0,0.0,Attached,676,10094.0,3676539,2018-09-14 00:00:00,640000,687571.375766953,405
R0119634,SFR,2559,,OTTER,CT,,LAFAYETTE,Multi Sty,Good,1995,2511.0,1124,0.0,1124.0,Attached,611,11973.0,3631165,2017-12-14 00:00:00,590000,660123.920419844,405
R0119640,SFR,2583,,OTTER,CT,,LAFAYETTE,Multi Sty,Good,2000,2562.0,1146,1146.0,0.0,Attached,676,9842.0,3603158,2017-07-07 00:00:00,631000,722600.694857158,405
R0120793,SFR,109,,OVERLAND,CT,,LAFAYETTE,Ranch,Good,1995,1592.0,899,719.0,180.0,Attached,508,7045.0,3636041,2018-01-12 00:00:00,550000,612515.434399283,405
R0120799,SFR,133,,OVERLAND,CT,,LAFAYETTE,Multi Sty,Good,1996,1968.0,800,0.0,800.0,Attached,514,6910.0,3617586,2017-09-29 00:00:00,543700,616864.994439392,405
