Eff Yr Built,Above Grd SF,Basemt Fin SF,Basemt Unf SF,Garage SF,Est Land SF,Unincorporated,Quality_cat,Garage Attached,Design_1 Sty Townh,Design_Bi Level,Design_Condo,Design_Modular,Design_Multi Sty,Design_Multi Sty Townh,Design_Paired,Design_Patio,Design_Ranch,Design_Split level,Market Area_101,Market Area_102,Market Area_103,Market Area_104,Market Area_105,Market Area_106,Market Area_107,Market Area_108,Market Area_109,Market Area_401,Market Area_402,Market Area_403,Market Area_404,Market Area_405,Market Area_407,Market Area_501,Market Area_502,Market Area_503,Market Area_505,Market Area_506,Market Area_507,Market Area_630,Market Area_632,Market Area_633,Market Area_634,Time Adjust Sales Price,Property Type_DUP_TRI,Property Type_RCON,Property Type_SFR,Property Type_TWNHM
1997,1568.0,662.0,74.0,580,7095.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,451877.458573211,0,0,1,0
2014,2346.0,2111.0,235.0,589,10625.0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,698707.624595942,0,0,1,0
2014,2346.0,220.0,2126.0,589,12049.0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,656533.875596339,0,0,1,0
2014,3812.0,0.0,1585.0,749,10625.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,707480.655807079,0,0,1,0
2014,3369.0,0.0,1772.0,728,10625.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,673260.96495398,0,0,1,0
2014,4140.0,1559.0,520.0,803,12935.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,937714.403431845,0,0,1,0
2015,3277.0,0.0,1717.0,702,9000.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,702810.479669681,0,0,1,0
2015,3812.0,0.0,1996.0,749,9000.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,799062.011641647,0,0,1,0
2015,3369.0,0.0,1772.0,728,9000.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,718971.143659182,0,0,1,0
2015,2346.0,1402.0,864.0,589,9000.0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,681609.925906969,0,0,1,0
2014,3369.0,0.0,1772.0,728,12139.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,745804.851440245,0,0,1,0
2015,4140.0,0.0,2078.0,803,9000.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,834575.432029883,0,0,1,0
2015,3812.0,1729.0,267.0,749,9000.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,815538.683350611,0,0,1,0
2015,2346.0,1520.0,837.0,589,9000.0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,617547.667457809,0,0,1,0
2007,2238.0,664.0,74.0,484,6426.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,487547.567162675,0,0,1,0
2009,2238.0,1030.0,120.0,694,5953.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,553030.851869025,0,0,1,0
1999,2034.0,0.0,755.0,420,5922.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,412929.702728872,0,0,1,0
1999,2006.0,0.0,755.0,420,6027.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,457870.362111293,0,0,1,0
1999,2564.0,0.0,913.0,580,5978.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,457379.370842247,0,0,1,0
1999,2564.0,0.0,913.0,580,5978.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,504028.128512258,0,0,1,0
2017,2018.0,0.0,2018.0,439,9629.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609352.458095857,0,0,1,0
2018,3518.0,0.0,1649.0,754,8794.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,666797.198539225,0,0,1,0
2018,3518.0,0.0,1649.0,754,8794.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,653227.99776,0,0,1,0
2017,1791.0,0.0,727.0,436,6468.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,494004.549568291,0,0,1,0
2018,3099.0,0.0,1107.0,823,7590.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517512.178455516,0,0,1,0
2017,1791.0,0.0,914.0,436,6270.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,467868.776469941,0,0,1,0
2018,3611.0,0.0,1777.0,668,7590.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,762450.429821974,0,0,1,0
2017,2658.0,0.0,1324.0,655,6270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,540338.613893386,0,0,1,0
2018,3112.0,0.0,1532.0,787,7590.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,601529.983238121,0,0,1,0
2017,2651.0,0.0,1342.0,540,6270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,564855.266070412,0,0,1,0
2017,2375.0,0.0,2375.0,669,7590.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,638524.990872038,0,0,1,0
2017,2651.0,0.0,1342.0,540,6270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,498626.68250583,0,0,1,0
2017,2371.0,0.0,2371.0,716,7590.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,569069.778633394,0,0,1,0
2017,2371.0,0.0,2371.0,716,7590.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,590000.0,0,0,1,0
2017,2559.0,0.0,883.0,503,8178.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,542164.721253728,0,0,1,0
2017,3518.0,0.0,958.0,754,7590.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,578868.838961207,0,0,1,0
2017,2651.0,0.0,726.0,540,7872.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,567154.79339963,0,0,1,0
2017,2371.0,0.0,2371.0,716,7370.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,608858.916268258,0,0,1,0
2017,2018.0,0.0,1099.0,439,6303.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505931.907098159,0,0,1,0
2016,3099.0,0.0,1107.0,823,8786.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,695258.246563717,0,0,1,0
2017,2651.0,0.0,726.0,540,13725.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,598996.664971867,0,0,1,0
2017,2658.0,1064.0,268.0,655,14526.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,684413.740196232,0,0,1,0
2016,2375.0,0.0,2375.0,669,8250.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648736.762836865,0,0,1,0
2016,3611.0,0.0,1777.0,668,8225.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,714769.902137216,0,0,1,0
2016,2371.0,0.0,2371.0,716,8225.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,669351.329534543,0,0,1,0
2017,2371.0,0.0,2371.0,716,8225.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,642139.94459554,0,0,1,0
2017,2371.0,0.0,2371.0,716,8225.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,558234.908895298,0,0,1,0
2017,3677.0,0.0,948.0,594,8225.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,637302.219772877,0,0,1,0
2017,2375.0,0.0,1222.0,669,8225.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600433.496314942,0,0,1,0
2017,3611.0,1245.0,542.0,668,9548.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,782110.193195599,0,0,1,0
2018,3099.0,0.0,1413.0,823,9771.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,643649.779175659,0,0,1,0
2018,3084.0,0.0,1456.0,700,7935.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,638533.323843312,0,0,1,0
2019,2872.0,0.0,1258.0,650,8279.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,632063.468660913,0,0,1,0
2019,4356.0,0.0,1088.0,764,12228.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721800.850812173,0,0,1,0
2019,3084.0,0.0,1456.0,700,11951.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,659330.559589197,0,0,1,0
2019,4356.0,0.0,1088.0,764,9161.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700953.02114437,0,0,1,0
2019,3652.0,0.0,1734.0,708,7710.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,621670.693997037,0,0,1,0
2019,3652.0,0.0,1734.0,708,7785.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609512.37220406,0,0,1,0
2019,3084.0,0.0,1456.0,700,9156.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,629661.54153312,0,0,1,0
2019,3084.0,0.0,1456.0,700,8002.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,622663.918882278,0,0,1,0
2019,3652.0,0.0,1734.0,708,8092.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,612808.0,0,0,1,0
2019,4356.0,0.0,1088.0,764,9418.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,702648.389763091,0,0,1,0
2019,3084.0,0.0,1456.0,700,7976.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,639232.396964424,0,0,1,0
2019,3084.0,0.0,1456.0,700,8009.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,634670.088,0,0,1,0
2019,4356.0,0.0,1088.0,764,7910.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,705422.418210385,0,0,1,0
2019,4356.0,0.0,1088.0,764,8014.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,701936.496,0,0,1,0
2019,3084.0,0.0,1456.0,700,7961.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,635980.0,0,0,1,0
2020,3593.0,0.0,1751.0,697,7939.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,644000.0,0,0,1,0
2020,4187.0,0.0,2171.0,709,9194.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,708600.0,0,0,1,0
2020,3015.0,0.0,1470.0,708,9844.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,650700.0,0,0,1,0
2007,3298.0,1700.0,673.0,1037,16795.0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,960246.767779287,0,0,1,0
1999,2110.0,0.0,787.0,520,7057.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463166.3209353,0,0,1,0
1999,1568.0,0.0,736.0,400,6611.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,428400.640080582,0,0,1,0
1999,1992.0,1037.0,115.0,400,7781.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,532860.594854603,0,0,1,0
1999,1568.0,376.0,0.0,400,7429.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,428690.518403304,0,0,1,0
1999,1430.0,374.0,50.0,420,6026.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,415042.579900846,0,0,1,0
2009,1442.0,0.0,424.0,420,6031.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438768.22126464,0,0,1,0
1999,1240.0,1224.0,0.0,400,6011.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,482051.652387007,0,0,1,0
2006,1410.0,382.0,42.0,420,5995.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,421339.244050647,0,0,1,0
1999,976.0,960.0,0.0,400,6020.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429913.30847018,0,0,1,0
1999,1430.0,0.0,424.0,420,6294.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,448260.381741353,0,0,1,0
2007,1430.0,0.0,424.0,420,6294.0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,464439.120852832,0,0,1,0
2002,1434.0,424.0,0.0,420,5978.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429789.482609557,0,0,1,0
1999,976.0,0.0,960.0,400,5991.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,382500.0,0,0,1,0
1999,1496.0,0.0,560.0,400,5969.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,388833.430928171,0,0,1,0
2005,1496.0,560.0,0.0,400,5971.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,430641.711619972,0,0,1,0
2005,1496.0,560.0,0.0,400,5971.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,422369.413351504,0,0,1,0
2000,1430.0,424.0,0.0,420,6133.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,430682.157686364,0,0,1,0
1999,2154.0,0.0,787.0,520,6573.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480190.503529724,0,0,1,0
1999,1986.0,0.0,638.0,420,7493.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,470972.241082915,0,0,1,0
2006,2815.0,358.0,1075.0,666,6604.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,588654.949475362,0,0,1,0
2011,2392.0,0.0,1214.0,774,6525.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,520948.763193962,0,0,1,0
2012,2772.0,0.0,1267.0,470,5164.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,553456.693695192,0,0,1,0
2011,1496.0,1346.0,150.0,451,5716.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,562718.823139836,0,0,1,0
2011,1496.0,1346.0,150.0,451,5716.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,567580.3456738,0,0,1,0
2012,2392.0,928.0,286.0,554,6030.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,525177.620993894,0,0,1,0
2009,2082.0,0.0,1068.0,546,4950.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508260.888407919,0,0,1,0
2009,2392.0,0.0,1214.0,555,5192.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,502507.116150356,0,0,1,0
2010,2392.0,0.0,1214.0,554,5138.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,495093.750135665,0,0,1,0
2012,2324.0,635.0,481.0,528,5116.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,556442.178151985,0,0,1,0
2012,2324.0,0.0,1106.0,528,5300.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,556212.806510565,0,0,1,0
2010,1804.0,0.0,788.0,600,6191.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480651.654963538,0,0,1,0
2011,2082.0,0.0,1068.0,566,5534.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505944.225052748,0,0,1,0
2011,2324.0,0.0,1106.0,528,5817.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,538987.767358652,0,0,1,0
2005,3008.0,0.0,1432.0,702,8566.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,645971.261758627,0,0,1,0
2005,3008.0,0.0,1432.0,702,8566.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,638771.015626938,0,0,1,0
2005,2076.0,0.0,1996.0,474,8429.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,538280.735879803,0,0,1,0
2005,2076.0,0.0,1996.0,474,8429.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,502923.266453334,0,0,1,0
2011,2082.0,0.0,1068.0,566,5270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481615.335552056,0,0,1,0
2005,2815.0,797.0,149.0,666,7334.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,603771.299126301,0,0,1,0
2005,2652.0,0.0,1240.0,460,6270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,518656.866725956,0,0,1,0
2005,2652.0,0.0,1240.0,460,6270.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,544356.986065649,0,0,1,0
2005,1884.0,750.0,100.0,441,5906.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,496043.252675872,0,0,1,0
2005,1467.0,0.0,684.0,567,6168.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,444758.428692999,0,0,1,0
2010,2082.0,900.0,168.0,658,5277.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,479326.588585652,0,0,1,0
2010,2082.0,900.0,168.0,658,5277.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,529815.677169719,0,0,1,0
2005,2128.0,0.0,1056.0,629,5964.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508496.191489845,0,0,1,0
2010,2392.0,957.0,257.0,554,5521.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,539897.935219383,0,0,1,0
