Eff Yr Built,Above Grd SF,Basemt Fin SF,Basemt Unf SF,Garage SF,Est Land SF,Unincorporated,Quality_cat,Garage Attached,Design_1 Sty Townh,Design_Bi Level,Design_Condo,Design_Modular,Design_Multi Sty,Design_Multi Sty Townh,Design_Paired,Design_Patio,Design_Ranch,Design_Split level,Market Area_101,Market Area_102,Market Area_103,Market Area_104,Market Area_105,Market Area_106,Market Area_107,Market Area_108,Market Area_109,Market Area_401,Market Area_402,Market Area_403,Market Area_404,Market Area_405,Market Area_407,Market Area_501,Market Area_502,Market Area_503,Market Area_505,Market Area_506,Market Area_507,Market Area_630,Market Area_632,Market Area_633,Market Area_634,Time Adjust Sales Price,Property Type_DUP_TRI,Property Type_RCON,Property Type_SFR,Property Type_TWNHM
2001,2910.0,360.0,1132.0,694,10622.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,636049.237708708,0,0,1,0
2000,2494.0,351.0,883.0,640,14071.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,660402.913576227,0,0,1,0
1999,2459.0,978.0,777.0,605,10045.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,579000.0,0,0,1,0
2016,1713.0,0.0,0.0,400,5795.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435506.816915156,0,0,1,0
2013,1884.0,0.0,1009.0,633,6113.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,553155.999513747,0,0,1,0
2015,2336.0,0.0,1562.0,484,4814.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,492701.289365209,0,0,1,0
2014,2103.0,0.0,1065.0,602,4783.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549545.320665746,0,0,1,0
2014,1884.0,0.0,1009.0,633,4715.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,471551.0,0,0,1,0
2014,1594.0,0.0,1359.0,450,5012.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,457219.275848846,0,0,1,0
2014,2024.0,817.0,196.0,602,5551.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,576798.112682906,0,0,1,0
2014,1884.0,0.0,1009.0,633,6093.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,530987.445415606,0,0,1,0
2015,2537.0,0.0,1368.0,596,5804.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,531808.546548605,0,0,1,0
2015,2537.0,0.0,1368.0,596,5804.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,501650.0,0,0,1,0
2015,2156.0,0.0,1384.0,488,5570.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518282.141783029,0,0,1,0
2014,1884.0,712.0,297.0,633,5269.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,523374.217949567,0,0,1,0
2016,1451.0,0.0,0.0,400,5573.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,422693.05964722,0,0,1,0
2016,1451.0,0.0,0.0,400,5573.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,413000.0,0,0,1,0
2016,1713.0,0.0,0.0,400,5286.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,433149.808525807,0,0,1,0
2015,1590.0,0.0,1448.0,420,5538.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,503811.582469884,0,0,1,0
2016,1451.0,0.0,0.0,400,5276.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429600.590878822,0,0,1,0
2016,1713.0,0.0,0.0,400,5599.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,406965.049422805,0,0,1,0
2016,1937.0,0.0,0.0,440,5279.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,451115.598080642,0,0,1,0
2016,1451.0,0.0,0.0,400,5547.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,405739.582194971,0,0,1,0
2016,2228.0,0.0,0.0,443,5296.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,468946.302580947,0,0,1,0
2016,2228.0,0.0,0.0,443,5296.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,427702.94039916,0,0,1,0
2016,1713.0,0.0,0.0,400,5577.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,442092.611549913,0,0,1,0
2016,1937.0,0.0,0.0,440,5271.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,443157.706840973,0,0,1,0
2016,1937.0,0.0,0.0,440,5271.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,466607.213514809,0,0,1,0
2016,1451.0,0.0,0.0,400,5611.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,401869.554191067,0,0,1,0
2016,1713.0,0.0,0.0,400,5835.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,440784.089375131,0,0,1,0
1994,1127.0,1075.0,0.0,400,7462.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,426507.435940298,0,0,1,0
1978,1431.0,0.0,1116.0,441,8054.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,411752.076147145,0,0,1,0
1970,1489.0,1144.0,345.0,588,8405.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,430012.770935986,0,0,1,0
1995,1489.0,1144.0,345.0,588,8405.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,448816.706810937,0,0,1,0
1966,1176.0,0.0,1176.0,312,6812.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320642.034389722,0,0,1,0
2014,950.0,950.0,0.0,500,7135.0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,441239.599223875,0,0,1,0
1966,950.0,950.0,0.0,500,7135.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,306998.985586185,0,0,1,0
1968,1144.0,528.0,0.0,350,8412.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396660.109844188,0,0,1,0
1990,1119.0,550.0,0.0,500,7984.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,365568.866402737,0,0,1,0
1990,1119.0,550.0,0.0,500,7984.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,346208.831712997,0,0,1,0
2000,1119.0,550.0,0.0,500,7984.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424794.763981902,0,0,1,0
1995,1470.0,1008.0,0.0,504,7640.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,463817.64152007,0,0,1,0
1983,1271.0,750.0,0.0,475,7247.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,419432.276800198,0,0,1,0
1980,1150.0,276.0,0.0,253,7257.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,360670.717640789,0,0,1,0
1995,1173.0,276.0,0.0,253,8072.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,427465.110709871,0,0,1,0
1995,1173.0,276.0,0.0,253,8072.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396628.717646874,0,0,1,0
1992,1258.0,920.0,58.0,474,8149.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,450612.720230519,0,0,1,0
1990,1271.0,750.0,0.0,475,8217.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,419909.95328797,0,0,1,0
1969,1357.0,575.0,0.0,276,8297.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,381302.069818362,0,0,1,0
1990,1252.0,861.0,125.0,448,8229.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,461162.325284802,0,0,1,0
1988,946.0,864.0,0.0,264,7669.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,405891.624291976,0,0,1,0
1970,1150.0,276.0,575.0,253,7735.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,247283.171551008,0,0,1,0
1990,1252.0,410.0,0.0,448,7787.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417503.913312499,0,0,1,0
1980,1150.0,828.0,0.0,276,7089.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,371221.0,0,0,1,0
1973,1551.0,1503.0,0.0,528,13090.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,395134.080919925,0,0,1,0
1910,1216.0,0.0,0.0,0,15241.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322115.4848,0,0,1,0
1970,1044.0,0.0,0.0,140,6463.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,361055.207930216,0,0,1,0
1938,3058.0,0.0,1007.0,984,10025.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,580711.305913775,0,0,1,0
1995,2699.0,0.0,410.0,480,11180.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,759044.627357681,0,0,1,0
1995,1760.0,0.0,678.0,0,7492.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,594752.998879209,0,0,1,0
1995,1760.0,0.0,678.0,0,7492.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,668479.270088413,0,0,1,0
1990,1408.0,574.0,0.0,252,5537.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,579305.698068126,0,0,1,0
1975,2694.0,0.0,0.0,0,10717.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1033494.38744323,0,0,1,0
1995,1432.0,0.0,0.0,0,6143.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458710.178586797,0,0,1,0
1990,1238.0,0.0,0.0,0,6249.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,494093.527158657,0,0,1,0
1957,1821.0,0.0,0.0,380,5692.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,538295.699854544,0,0,1,0
2005,1320.0,0.0,0.0,480,6406.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,477774.517577933,0,0,1,0
1965,648.0,0.0,264.0,216,4822.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,263861.835844177,0,0,1,0
1965,984.0,0.0,0.0,280,9806.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,362740.834378516,0,0,1,0
1927,811.0,0.0,0.0,0,9842.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,283520.605287394,0,0,1,0
1975,1123.0,550.0,0.0,688,6664.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,410929.048535925,0,0,1,0
1980,1776.0,0.0,240.0,280,6253.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,456671.766760221,0,0,1,0
1950,768.0,768.0,0.0,0,5210.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259041.068570167,0,0,1,0
2002,768.0,768.0,0.0,0,5210.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,383305.46523866,0,0,1,0
1971,1725.0,0.0,0.0,576,8393.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,341720.013114264,1,0,0,0
1982,2202.0,1530.0,0.0,640,8507.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,486698.513257382,1,0,0,0
1995,2280.0,400.0,728.0,760,7615.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,502595.342289181,1,0,0,0
2000,1266.0,378.0,498.0,390,9461.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,431503.150833561,0,0,1,0
2004,1266.0,378.0,498.0,390,9461.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,436435.5,0,0,1,0
1973,2288.0,896.0,0.0,672,8493.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408993.481041429,0,0,1,0
1984,1008.0,808.0,200.0,528,8206.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396616.131487588,0,0,1,0
1995,1228.0,1018.0,0.0,460,8529.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,401920.942012897,0,0,1,0
1991,976.0,912.0,0.0,480,7847.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,395710.094596089,0,0,1,0
1996,1486.0,1388.0,0.0,484,13308.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,442978.173349601,0,0,1,0
1996,1130.0,0.0,0.0,350,7018.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,352901.632301882,0,0,1,0
1973,1374.0,0.0,0.0,528,6610.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,359423.323218701,0,0,1,0
1973,984.0,0.0,0.0,525,6630.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259559.467851063,0,0,1,0
1995,984.0,0.0,0.0,525,6630.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,359466.098223698,0,0,1,0
1995,984.0,0.0,0.0,525,6630.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,341053.147856267,0,0,1,0
1990,962.0,0.0,616.0,380,3415.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320598.833032403,0,0,1,0
1981,962.0,0.0,616.0,380,3509.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,286687.900531276,0,0,1,0
1981,962.0,0.0,616.0,380,3509.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276517.718710032,0,0,1,0
1981,962.0,0.0,616.0,380,3533.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,304216.403623021,0,0,1,0
2000,962.0,616.0,0.0,380,3607.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,362261.018743781,0,0,1,0
2005,962.0,520.0,96.0,380,3486.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338635.047828546,0,0,1,0
1981,962.0,0.0,616.0,380,3793.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260122.740169149,0,0,1,0
2012,2302.0,0.0,1146.0,473,5379.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,483289.728992457,0,0,1,0
2012,1894.0,0.0,1058.0,462,5690.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,440117.710166936,0,0,1,0
2011,2302.0,0.0,1146.0,473,6518.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,482449.591479758,0,0,1,0
2012,2302.0,0.0,960.0,473,5273.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,504232.919176189,0,0,1,0
2012,1626.0,0.0,790.0,484,5461.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,511408.042751181,0,0,1,0
2012,1626.0,0.0,790.0,484,5461.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,455214.326589193,0,0,1,0
2012,1436.0,0.0,1436.0,484,5131.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,521229.727079126,0,0,1,0
2010,1536.0,0.0,1408.0,484,6209.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,486917.616090339,0,0,1,0
2010,2302.0,948.0,198.0,473,6047.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,513353.4703977,0,0,1,0
2010,1436.0,357.0,1079.0,484,6695.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,498709.295828182,0,0,1,0
1984,1086.0,573.0,0.0,420,4490.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399671.817068215,0,0,1,0
2007,1142.0,508.0,0.0,420,4400.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,443642.253185118,0,0,1,0
2007,1142.0,508.0,0.0,420,4400.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,410000.0,0,0,1,0
2000,1136.0,514.0,0.0,420,4383.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,384291.031866316,0,0,1,0
1996,1036.0,392.0,0.0,420,4940.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,406623.67309642,0,0,1,0
1996,1036.0,392.0,0.0,420,4940.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,403476.598144617,0,0,1,0
1984,1036.0,392.0,0.0,420,5004.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,369733.514035298,0,0,1,0
1984,1096.0,573.0,0.0,420,4821.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,359390.032409164,0,0,1,0
1992,1433.0,0.0,0.0,380,6210.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,366164.922363815,0,0,1,0
1980,1150.0,929.0,71.0,851,10308.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,427561.791378178,0,0,1,0
1993,1660.0,0.0,1638.0,486,4175.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,420147.557107701,0,0,1,0
1993,1757.0,1245.0,138.0,486,4200.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,453809.62725857,0,0,1,0
2000,1768.0,1546.0,200.0,462,5130.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,493327.534754782,0,0,1,0
